sep=,
,cas_no,phase,formula_name_structure,reference,hf298,max_lst_sq_error,formula,source,date,range_tmin_to_1000,range_1000_to_tmax,molecular_weight,hf298_div_r,a1_low,a2_low,a3_low,a4_low,a5_low,a6_low,a7_low,a1_high,a2_high,a3_high,a4_high,a5_high,a6_high,a7_high,poling_no,poling_formula,poling_name,poling_molwt,poling_tfp,poling_tb,poling_tc,poling_pc,poling_vc,poling_zc,poling_omega,poling_delhf0,poling_delgf0,poling_delhb,poling_delhm,poling_v_liq,poling_t_liq,poling_dipole,poling_trange,poling_a0,poling_a1,poling_a2,poling_a3,poling_a4,poling_cpig,poling_cpliq,p_ant_a,p_ant_b,p_ant_c,p_ant_pvpmin,p_ant_tmin,p_ant_pvpmax,p_ant_tmax,eant_to,eant_n,eant_e,eant_f,eant_pvpmin,eant_tmin,eant_pvpmax,eant_tmax,wagn_a,wagn_b,wagn_c,wagn_d,wagn_pvpmin,wagn_tmin,wagn_pvpmax,wagn_tmax,ant_no,ant_formula,ant_name,ant_a,ant_b,ant_c,ant_tmin,ant_tmax,ant_code,lj_b0_cm3_gmol,lj_sigma_angstrom,lj_epsilon_kB_K,lj_b0,lj_sigma,lj_epsilon_kB
22912,6964-04-1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5851.0,C8H18O2,"3-methyl-2,4-heptanediol",6.64954,1669.07,199.079,96.36,282.24,3,NaN,NaN,NaN,NaN,NaN,NaN
22913,69668-88-8,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3714.0,C7H12O,cis-3-hepten-2-one,6.86133,1505.923,213.198,43.73,196.08,2,NaN,NaN,NaN,NaN,NaN,NaN
22914,6969-16-0,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12931.0,C13H24O2,2-tridecenoic acid,6.97701,2068.2675,169.467,176.57,375.51,2,NaN,NaN,NaN,NaN,NaN,NaN
22915,697-11-0,G,C4F6 PERFLUOROCYCLOBUTENE,"NIELSEN AND EL-SABEN JCP 23,(1955),324",-289.4 KCAL,@ 1300 K 0.45 %,C4F6  CyButene,T,3/10,200.0,6000.0,162.03322,-145630.903,4.23810154,0.0497999689,-4.01138765e-05,9.85389233e-09,1.49299155e-12,-148773.721,8.30639953,19.4761995,0.00860283974,-3.33982956e-06,5.66997359e-10,-3.51291813e-14,-153043.922,-70.6668843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22916,697-82-5,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6122.0,C9H12O,"2,3,5-trimethylphenol",7.58344,2003.4259,190.623,95.0,264.54,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22917,697-91-6,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2384.0,C6H2CI2O2,"2,6-dichloro-p-benzoquinone",9.9538,3713.0031,273.15,141.53,275.14,3,NaN,NaN,NaN,NaN,NaN,NaN
22918,6972-71-0,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4701.0,C8H10N2O2,"4,5-dimethyl-2-nitroaniline",5.7809,1451.7834,186.217,117.45,372.36,3,NaN,NaN,NaN,NaN,NaN,NaN
22919,6974-12-5,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1182.0,C4H6Br2,"1,4-dibromo-2-butene",7.56875,1737.694,208.61,55.93,199.0,2,NaN,NaN,NaN,NaN,NaN,NaN
22920,69745-49-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6311.0,C9H16,"1,6,6-trimethylcyclohexene",7.11292,1533.4032,215.476,35.37,174.6,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22921,6975-92-4,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5269.0,C8H16,"2,5-dimethyl-1-hexene",6.63543,1266.0374,216.991,7.67,149.6,2,NaN,NaN,NaN,NaN,NaN,NaN
22922,6975-98-0,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10225.0,C11H24,2-methyldecane,7.07908,1614.7991,195.445,70.19,218.9,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22923,6975-99-1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10747.0,C12H22,6-dodecyne,7.65953,1969.9807,197.684,98.13,242.27,2,NaN,NaN,NaN,NaN,NaN,NaN
22924,69754-90-1 60663-31-2,G,SF2+,JANAF 76,706.01 KJ,CP @ 1200 K 0.17%,SF2+,g,1/01,298.15,6000.0,70.06226,84913.7112,2.43314954,0.015476107,-2.29614802e-05,1.64031225e-08,-4.59171922e-12,83673.0185,14.1023742,6.20086334,0.000838860239,-3.34062642e-07,5.68537598e-11,-3.3350707700000002e-15,82850.3459,-4.29887251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22925,6976-00-7,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15061.0,C14H28O,7-ethyl-2-methyl-4-undecanone,7.46001,2007.3786,185.869,124.87,283.35,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22926,6976-72-3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13651.0,C13H26O2,heptyl hexanoate,7.4405,2026.6731,183.506,131.17,292.39,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22927,69773-94-0 106182-15-4,G,CCL+ METHYLIUMYLIDENE CHLORO,BURCAT G3B3 .,1288.2+/-8. KJ,CP @ 1300 K 0.21%,CCl+  HF298=1288,T,2/16,298.15,6000.0,47.46285,154933.965,3.23639037,0.000626471824,3.91937049e-06,-5.6556598e-09,2.26281088e-12,153916.671,6.75674554,3.85411864,0.000749060875,-2.54333495e-07,4.32167243e-11,-2.6789738500000003e-15,153657.262,3.12063974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22928,698-71-5,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6117.0,C9H12O,3-methyl-5-ethylphenol,7.58364,2005.5498,190.456,114.17,265.16,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22929,698-88-4,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4545.0,C8H6CI2,"(2,2-dichlorovinyl)benzene",6.99228,1743.0593,193.514,97.37,263.93,3,NaN,NaN,NaN,NaN,NaN,NaN
22930,6982-25-8,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1558.0,C4H10O2,"DL-2,3-butanediol",7.91745,1955.9757,205.83,76.93,207.21,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22931,69868-06-0,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19502.0,C17H34O2,2-ethylpentadecanoic acid,7.9164,2582.8769,154.872,218.57,390.66,2,NaN,NaN,NaN,NaN,NaN,NaN
22932,69868-07-1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17046.0,C15H30O2,2-ethyltridecanoic acid,7.69752,2394.5069,163.351,194.17,366.91,2,NaN,NaN,NaN,NaN,NaN,NaN
22933,69868-08-2,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21921.0,C19H38O2,2-ethylheptadecanoic acid,8.239,2822.3779,146.115,243.77,411.98,2,NaN,NaN,NaN,NaN,NaN,NaN
22934,69884-58-8,G,CCL3O2 TRICHLOROMETHYLPEROXID RADICAL CCL3OO*,BURCAT G3B3 .,-20.744+/-8. KJ,CP @ 1200 K 0.25%,CCL3O2   TriChlo,T,11/20,200.0,6000.0,150.3676,-2494.91552,2.39420707,0.0492481097,-7.9495757e-05,6.21094375e-08,-1.89591419e-11,-4809.12194,15.8098057,13.7169749,0.00235982038,-9.29202433e-07,1.59186146e-10,-9.92370412e-15,-7178.87747,-38.8873125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22935,699-39-8,G,C5F6 PERFLUOROCYCLOPENTADIENE,BURCAT G3B3. .,-222.989+/-2. KCAL,CP @ 1300 K 0.47%,C5F6   CycloPerF,T,10/08,200.0,6000.0,174.04392,-112211.781,3.04486174,0.0662763483,-7.30154024e-05,4.11912388e-08,-9.67129009e-12,-115497.133,13.120511,21.1652976,0.0098752599,-3.82244442e-06,6.47724073e-10,-4.00808323e-14,-120271.707,-79.1397136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22936,69928-30-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6520.0,C9H16O2,"3,5-dimethyl-3-hydroxyhexane-4-carboxylic acid b-lactone",9.34496,2627.8276,186.05,128.85,240.33,3,NaN,NaN,NaN,NaN,NaN,NaN
22937,6993-75-5,G,C4H8O4 ETHANOIC (ACETIC) ACID DIMER (CH3COOH)2,"CHAO & ZWOLINSKI JPCRD 7,(1978),363 .",-222.04 KCAL,CP @ 0.55%,(CH3COOH)2,g,10/00,200.0,6000.0,120.10392,-111734.228,7.75423757,0.0138948935,8.328923e-05,-1.20015842e-07,4.90658451e-11,-115185.585,-1.22178403,15.8244708,0.026183569,-9.46100863e-06,1.53338095e-09,-9.20479892e-14,-119039.137,-51.1094706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.34304,3.77735,-3.59092,-1.57006,0.05,314.35,10.0,485.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22938,69948-24-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,724.0,C3H3F5O,"difluoromethyl 1,1,2-trifluoroethyl ether",7.18537,1165.0282,254.51,-66.16,36.49,3,NaN,NaN,NaN,NaN,NaN,NaN
22939,6995-30-8,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17690.0,C16H20,"1-isopropyl-2,4,7-trimethylnaphthalene",6.7785,1919.9788,170.413,161.85,363.41,2,NaN,NaN,NaN,NaN,NaN,NaN
22940,700-12-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.00728,1.10336,-2.69076,-2.48217,0.005,353.45,10.0,632.95,9132.0,C11H16,pentamethylbenzene,7.10379,1800.503,194.958,100.02,264.13,"1,2",NaN,NaN,NaN,NaN,NaN,NaN
22941,700-16-3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1650.0,C5F5N,pentaf luoropyridine,8.1966,1898.0,273.15,-9.41,105.33,3,NaN,NaN,NaN,NaN,NaN,NaN
22942,700-38-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3506.0,C7H7NO3,5-methyl-2-nitrophenol,5.29311,1097.3573,188.868,66.74,330.9,3,NaN,NaN,NaN,NaN,NaN,NaN
22943,700004-11-1,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24065.0,C26H50,9-[a(cis-bicyclo[3.3.0]octyl)-methyl]heptadecane,10.2124,6615.4413,473.086,245.02,467.87,3,NaN,NaN,NaN,NaN,NaN,NaN
22944,7003-32-9,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4292.0,C7H15N,2-methylcyclohexylamine; (cis+trans),7.44641,1627.5468,214.503,37.97,167.14,2,NaN,NaN,NaN,NaN,NaN,NaN
